,taxon,Sample_ID,count,Level,Strain,Genotype,Age
317,Clostridiales_Family_XVII._Incertae_Sedis,X20_BWM_8747_1,0,Family,B6,WT,20 Weeks
318,Clostridiales_Family_XVII._Incertae_Sedis,X20_BWM_8747_2,0,Family,B6,WT,20 Weeks
319,Clostridiales_Family_XVII._Incertae_Sedis,X20_BWM_8847_1,0,Family,B6,WT,20 Weeks
320,Clostridiales_Family_XVII._Incertae_Sedis,X20_BWM_8847_2,0,Family,B6,WT,20 Weeks
321,Clostridiales_Family_XVII._Incertae_Sedis,X8_AKF_8733_1,0,Family,AJ,KO,8 Weeks
322,Clostridiales_Family_XVII._Incertae_Sedis,X8_AKF_8733_2,0,Family,AJ,KO,8 Weeks
323,Clostridiales_Family_XVII._Incertae_Sedis,X8_AKF_8738_1,0,Family,AJ,KO,8 Weeks
324,Clostridiales_Family_XVII._Incertae_Sedis,X8_AKF_8738_2,1,Family,AJ,KO,8 Weeks
325,Clostridiales_Family_XVII._Incertae_Sedis,X8_AKF_8802_1,0,Family,AJ,KO,8 Weeks
326,Clostridiales_Family_XVII._Incertae_Sedis,X8_AKM_8768_1,0,Family,AJ,KO,8 Weeks
327,Clostridiales_Family_XVII._Incertae_Sedis,X8_AKM_8768_2,0,Family,AJ,KO,8 Weeks
328,Clostridiales_Family_XVII._Incertae_Sedis,X8_AKM_8769_1,0,Family,AJ,KO,8 Weeks
329,Clostridiales_Family_XVII._Incertae_Sedis,X8_AKM_8769_2,0,Family,AJ,KO,8 Weeks
330,Clostridiales_Family_XVII._Incertae_Sedis,X8_AKM_8771_1,0,Family,AJ,KO,8 Weeks
331,Clostridiales_Family_XVII._Incertae_Sedis,X8_AKM_8771_2,0,Family,AJ,KO,8 Weeks
332,Clostridiales_Family_XVII._Incertae_Sedis,X8_AWF_8736_1,0,Family,AJ,WT,8 Weeks
333,Clostridiales_Family_XVII._Incertae_Sedis,X8_AWF_8736_2,0,Family,AJ,WT,8 Weeks
334,Clostridiales_Family_XVII._Incertae_Sedis,X8_AWF_8797_1,0,Family,AJ,WT,8 Weeks
335,Clostridiales_Family_XVII._Incertae_Sedis,X8_AWF_9005_1,0,Family,AJ,WT,8 Weeks
336,Clostridiales_Family_XVII._Incertae_Sedis,X8_AWF_9005_2,0,Family,AJ,WT,8 Weeks
337,Clostridiales_Family_XVII._Incertae_Sedis,X8_AWM_8728_1,0,Family,AJ,WT,8 Weeks
338,Clostridiales_Family_XVII._Incertae_Sedis,X8_AWM_8728_2,0,Family,AJ,WT,8 Weeks
339,Clostridiales_Family_XVII._Incertae_Sedis,X8_AWM_8730_1,0,Family,AJ,WT,8 Weeks
340,Clostridiales_Family_XVII._Incertae_Sedis,X8_AWM_8730_2,0,Family,AJ,WT,8 Weeks
341,Clostridiales_Family_XVII._Incertae_Sedis,X8_AWM_8766_1,0,Family,AJ,WT,8 Weeks
342,Clostridiales_Family_XVII._Incertae_Sedis,X8_AWM_8766_2,0,Family,AJ,WT,8 Weeks
343,Clostridiales_Family_XVII._Incertae_Sedis,X8_BKF_8726_1,0,Family,B6,KO,8 Weeks
344,Clostridiales_Family_XVII._Incertae_Sedis,X8_BKF_8726_2,0,Family,B6,KO,8 Weeks
345,Clostridiales_Family_XVII._Incertae_Sedis,X8_BKF_8926_1,0,Family,B6,KO,8 Weeks
346,Clostridiales_Family_XVII._Incertae_Sedis,X8_BKF_8926_2,0,Family,B6,KO,8 Weeks
347,Clostridiales_Family_XVII._Incertae_Sedis,X8_BKF_8927_1,0,Family,B6,KO,8 Weeks
348,Clostridiales_Family_XVII._Incertae_Sedis,X8_BKM_8719_1,0,Family,B6,KO,8 Weeks
349,Clostridiales_Family_XVII._Incertae_Sedis,X8_BKM_8719_2,0,Family,B6,KO,8 Weeks
350,Clostridiales_Family_XVII._Incertae_Sedis,X8_BKM_8859_1,0,Family,B6,KO,8 Weeks
351,Clostridiales_Family_XVII._Incertae_Sedis,X8_BKM_8859_2,0,Family,B6,KO,8 Weeks
352,Clostridiales_Family_XVII._Incertae_Sedis,X8_BKM_8860_1,0,Family,B6,KO,8 Weeks
353,Clostridiales_Family_XVII._Incertae_Sedis,X8_BKM_8860_2,0,Family,B6,KO,8 Weeks
354,Clostridiales_Family_XVII._Incertae_Sedis,X8_BWF_8754_1,0,Family,B6,WT,8 Weeks
355,Clostridiales_Family_XVII._Incertae_Sedis,X8_BWF_8754_2,0,Family,B6,WT,8 Weeks
356,Clostridiales_Family_XVII._Incertae_Sedis,X8_BWF_8755_1,0,Family,B6,WT,8 Weeks
357,Clostridiales_Family_XVII._Incertae_Sedis,X8_BWF_8852_1,0,Family,B6,WT,8 Weeks
358,Clostridiales_Family_XVII._Incertae_Sedis,X8_BWF_8852_2,0,Family,B6,WT,8 Weeks
359,Clostridiales_Family_XVII._Incertae_Sedis,X8_BWM_8745_1,0,Family,B6,WT,8 Weeks
360,Clostridiales_Family_XVII._Incertae_Sedis,X8_BWM_8745_2,0,Family,B6,WT,8 Weeks
361,Clostridiales_Family_XVII._Incertae_Sedis,X8_BWM_8747_1,0,Family,B6,WT,8 Weeks
362,Clostridiales_Family_XVII._Incertae_Sedis,X8_BWM_8747_2,0,Family,B6,WT,8 Weeks
363,Clostridiales_Family_XVII._Incertae_Sedis,X8_BWM_8847_1,0,Family,B6,WT,8 Weeks
364,Clostridiales_Family_XVII._Incertae_Sedis,X8_BWM_8847_2,0,Family,B6,WT,8 Weeks
365,Aurantimonadaceae,X20_AKF_8733_2,1,Family,AJ,KO,20 Weeks
366,Aurantimonadaceae,X20_AKF_8738_1,0,Family,AJ,KO,20 Weeks
367,Aurantimonadaceae,X20_AKF_8738_2,0,Family,AJ,KO,20 Weeks
368,Aurantimonadaceae,X20_AKF_8802_1,0,Family,AJ,KO,20 Weeks
369,Aurantimonadaceae,X20_AKF_8802_2,0,Family,AJ,KO,20 Weeks
370,Aurantimonadaceae,X20_AKM_8768_1,0,Family,AJ,KO,20 Weeks
371,Aurantimonadaceae,X20_AKM_8768_2,0,Family,AJ,KO,20 Weeks
372,Aurantimonadaceae,X20_AKM_8769_1,0,Family,AJ,KO,20 Weeks
373,Aurantimonadaceae,X20_AKM_8769_2,0,Family,AJ,KO,20 Weeks
374,Aurantimonadaceae,X20_AKM_8771_1,0,Family,AJ,KO,20 Weeks
375,Aurantimonadaceae,X20_AKM_8771_2,0,Family,AJ,KO,20 Weeks
376,Aurantimonadaceae,X20_AWF_8736_1,0,Family,AJ,WT,20 Weeks
377,Aurantimonadaceae,X20_AWF_8736_2,0,Family,AJ,WT,20 Weeks
378,Aurantimonadaceae,X20_AWF_8797_1,0,Family,AJ,WT,20 Weeks
379,Aurantimonadaceae,X20_AWF_8797_2,0,Family,AJ,WT,20 Weeks
380,Aurantimonadaceae,X20_AWF_9005_1,0,Family,AJ,WT,20 Weeks
381,Aurantimonadaceae,X20_AWF_9005_2,0,Family,AJ,WT,20 Weeks
382,Aurantimonadaceae,X20_AWM_8728_1,0,Family,AJ,WT,20 Weeks
383,Aurantimonadaceae,X20_AWM_8728_2,0,Family,AJ,WT,20 Weeks
384,Aurantimonadaceae,X20_AWM_8730_1,0,Family,AJ,WT,20 Weeks
385,Aurantimonadaceae,X20_AWM_8730_2,0,Family,AJ,WT,20 Weeks
386,Aurantimonadaceae,X20_AWM_8766_1,0,Family,AJ,WT,20 Weeks
387,Aurantimonadaceae,X20_AWM_8766_2,0,Family,AJ,WT,20 Weeks
388,Aurantimonadaceae,X20_BKF_8726_1,0,Family,B6,KO,20 Weeks
389,Aurantimonadaceae,X20_BKF_8726_2,0,Family,B6,KO,20 Weeks
390,Aurantimonadaceae,X20_BKF_8926_1,0,Family,B6,KO,20 Weeks
391,Aurantimonadaceae,X20_BKF_8926_2,0,Family,B6,KO,20 Weeks
392,Aurantimonadaceae,X20_BKF_8927_1,0,Family,B6,KO,20 Weeks
393,Aurantimonadaceae,X20_BKF_8927_2,1,Family,B6,KO,20 Weeks
394,Aurantimonadaceae,X20_BKM_8719_1,1,Family,B6,KO,20 Weeks
395,Aurantimonadaceae,X20_BKM_8719_2,0,Family,B6,KO,20 Weeks
396,Aurantimonadaceae,X20_BKM_8859_1,0,Family,B6,KO,20 Weeks
397,Aurantimonadaceae,X20_BKM_8859_2,0,Family,B6,KO,20 Weeks
398,Aurantimonadaceae,X20_BKM_8860_1,0,Family,B6,KO,20 Weeks
399,Aurantimonadaceae,X20_BKM_8860_2,0,Family,B6,KO,20 Weeks
400,Aurantimonadaceae,X20_BWF_8754_1,0,Family,B6,WT,20 Weeks
401,Aurantimonadaceae,X20_BWF_8754_2,0,Family,B6,WT,20 Weeks
402,Aurantimonadaceae,X20_BWF_8755_1,0,Family,B6,WT,20 Weeks
403,Aurantimonadaceae,X20_BWF_8755_2,0,Family,B6,WT,20 Weeks
404,Aurantimonadaceae,X20_BWF_8852_1,0,Family,B6,WT,20 Weeks
405,Aurantimonadaceae,X20_BWF_8852_2,0,Family,B6,WT,20 Weeks
406,Aurantimonadaceae,X20_BWM_8745_1,0,Family,B6,WT,20 Weeks
407,Aurantimonadaceae,X20_BWM_8745_2,0,Family,B6,WT,20 Weeks
408,Aurantimonadaceae,X20_BWM_8747_1,0,Family,B6,WT,20 Weeks
409,Aurantimonadaceae,X20_BWM_8747_2,0,Family,B6,WT,20 Weeks
410,Aurantimonadaceae,X20_BWM_8847_1,0,Family,B6,WT,20 Weeks
411,Aurantimonadaceae,X20_BWM_8847_2,0,Family,B6,WT,20 Weeks
412,Aurantimonadaceae,X8_AKF_8733_1,0,Family,AJ,KO,8 Weeks
413,Aurantimonadaceae,X8_AKF_8733_2,0,Family,AJ,KO,8 Weeks
414,Aurantimonadaceae,X8_AKF_8738_1,0,Family,AJ,KO,8 Weeks
415,Aurantimonadaceae,X8_AKF_8738_2,0,Family,AJ,KO,8 Weeks
416,Aurantimonadaceae,X8_AKF_8802_1,0,Family,AJ,KO,8 Weeks
417,Aurantimonadaceae,X8_AKM_8768_1,0,Family,AJ,KO,8 Weeks
418,Aurantimonadaceae,X8_AKM_8768_2,0,Family,AJ,KO,8 Weeks
419,Aurantimonadaceae,X8_AKM_8769_1,0,Family,AJ,KO,8 Weeks
420,Aurantimonadaceae,X8_AKM_8769_2,0,Family,AJ,KO,8 Weeks
421,Aurantimonadaceae,X8_AKM_8771_1,0,Family,AJ,KO,8 Weeks
422,Aurantimonadaceae,X8_AKM_8771_2,1,Family,AJ,KO,8 Weeks
423,Aurantimonadaceae,X8_AWF_8736_1,0,Family,AJ,WT,8 Weeks
424,Aurantimonadaceae,X8_AWF_8736_2,0,Family,AJ,WT,8 Weeks
425,Aurantimonadaceae,X8_AWF_8797_1,0,Family,AJ,WT,8 Weeks
426,Aurantimonadaceae,X8_AWF_9005_1,0,Family,AJ,WT,8 Weeks
427,Aurantimonadaceae,X8_AWF_9005_2,0,Family,AJ,WT,8 Weeks
428,Aurantimonadaceae,X8_AWM_8728_1,0,Family,AJ,WT,8 Weeks
429,Aurantimonadaceae,X8_AWM_8728_2,0,Family,AJ,WT,8 Weeks
430,Aurantimonadaceae,X8_AWM_8730_1,0,Family,AJ,WT,8 Weeks
431,Aurantimonadaceae,X8_AWM_8730_2,1,Family,AJ,WT,8 Weeks
432,Aurantimonadaceae,X8_AWM_8766_1,0,Family,AJ,WT,8 Weeks
433,Aurantimonadaceae,X8_AWM_8766_2,0,Family,AJ,WT,8 Weeks
434,Aurantimonadaceae,X8_BKF_8726_1,0,Family,B6,KO,8 Weeks
435,Aurantimonadaceae,X8_BKF_8726_2,0,Family,B6,KO,8 Weeks
436,Aurantimonadaceae,X8_BKF_8926_1,0,Family,B6,KO,8 Weeks
437,Aurantimonadaceae,X8_BKF_8926_2,0,Family,B6,KO,8 Weeks
438,Aurantimonadaceae,X8_BKF_8927_1,0,Family,B6,KO,8 Weeks
439,Aurantimonadaceae,X8_BKM_8719_1,0,Family,B6,KO,8 Weeks
440,Aurantimonadaceae,X8_BKM_8719_2,0,Family,B6,KO,8 Weeks
441,Aurantimonadaceae,X8_BKM_8859_1,0,Family,B6,KO,8 Weeks
442,Aurantimonadaceae,X8_BKM_8859_2,0,Family,B6,KO,8 Weeks
443,Aurantimonadaceae,X8_BKM_8860_1,0,Family,B6,KO,8 Weeks
444,Aurantimonadaceae,X8_BKM_8860_2,0,Family,B6,KO,8 Weeks
445,Aurantimonadaceae,X8_BWF_8754_1,0,Family,B6,WT,8 Weeks
446,Aurantimonadaceae,X8_BWF_8754_2,0,Family,B6,WT,8 Weeks
447,Aurantimonadaceae,X8_BWF_8755_1,0,Family,B6,WT,8 Weeks
448,Aurantimonadaceae,X8_BWF_8852_1,0,Family,B6,WT,8 Weeks
449,Aurantimonadaceae,X8_BWF_8852_2,0,Family,B6,WT,8 Weeks
450,Aurantimonadaceae,X8_BWM_8745_1,0,Family,B6,WT,8 Weeks
451,Aurantimonadaceae,X8_BWM_8745_2,0,Family,B6,WT,8 Weeks
452,Aurantimonadaceae,X8_BWM_8747_1,0,Family,B6,WT,8 Weeks
453,Aurantimonadaceae,X8_BWM_8747_2,0,Family,B6,WT,8 Weeks
454,Aurantimonadaceae,X8_BWM_8847_1,0,Family,B6,WT,8 Weeks
455,Aurantimonadaceae,X8_BWM_8847_2,0,Family,B6,WT,8 Weeks
456,Desulfomicrobiaceae,X20_AKF_8733_2,0,Family,AJ,KO,20 Weeks
457,Desulfomicrobiaceae,X20_AKF_8738_1,0,Family,AJ,KO,20 Weeks
458,Desulfomicrobiaceae,X20_AKF_8738_2,0,Family,AJ,KO,20 Weeks
459,Desulfomicrobiaceae,X20_AKF_8802_1,0,Family,AJ,KO,20 Weeks
460,Desulfomicrobiaceae,X20_AKF_8802_2,0,Family,AJ,KO,20 Weeks
461,Desulfomicrobiaceae,X20_AKM_8768_1,0,Family,AJ,KO,20 Weeks
462,Desulfomicrobiaceae,X20_AKM_8768_2,0,Family,AJ,KO,20 Weeks
463,Desulfomicrobiaceae,X20_AKM_8769_1,0,Family,AJ,KO,20 Weeks
464,Desulfomicrobiaceae,X20_AKM_8769_2,0,Family,AJ,KO,20 Weeks
465,Desulfomicrobiaceae,X20_AKM_8771_1,0,Family,AJ,KO,20 Weeks
466,Desulfomicrobiaceae,X20_AKM_8771_2,0,Family,AJ,KO,20 Weeks
467,Desulfomicrobiaceae,X20_AWF_8736_1,0,Family,AJ,WT,20 Weeks
468,Desulfomicrobiaceae,X20_AWF_8736_2,1,Family,AJ,WT,20 Weeks
469,Desulfomicrobiaceae,X20_AWF_8797_1,0,Family,AJ,WT,20 Weeks
470,Desulfomicrobiaceae,X20_AWF_8797_2,0,Family,AJ,WT,20 Weeks
471,Desulfomicrobiaceae,X20_AWF_9005_1,0,Family,AJ,WT,20 Weeks
472,Desulfomicrobiaceae,X20_AWF_9005_2,0,Family,AJ,WT,20 Weeks
473,Desulfomicrobiaceae,X20_AWM_8728_1,0,Family,AJ,WT,20 Weeks
474,Desulfomicrobiaceae,X20_AWM_8728_2,0,Family,AJ,WT,20 Weeks
475,Desulfomicrobiaceae,X20_AWM_8730_1,0,Family,AJ,WT,20 Weeks
476,Desulfomicrobiaceae,X20_AWM_8730_2,0,Family,AJ,WT,20 Weeks
477,Desulfomicrobiaceae,X20_AWM_8766_1,0,Family,AJ,WT,20 Weeks
478,Desulfomicrobiaceae,X20_AWM_8766_2,0,Family,AJ,WT,20 Weeks
479,Desulfomicrobiaceae,X20_BKF_8726_1,0,Family,B6,KO,20 Weeks
480,Desulfomicrobiaceae,X20_BKF_8726_2,0,Family,B6,KO,20 Weeks
481,Desulfomicrobiaceae,X20_BKF_8926_1,1,Family,B6,KO,20 Weeks
482,Desulfomicrobiaceae,X20_BKF_8926_2,0,Family,B6,KO,20 Weeks
483,Desulfomicrobiaceae,X20_BKF_8927_1,0,Family,B6,KO,20 Weeks
484,Desulfomicrobiaceae,X20_BKF_8927_2,0,Family,B6,KO,20 Weeks
485,Desulfomicrobiaceae,X20_BKM_8719_1,0,Family,B6,KO,20 Weeks
486,Desulfomicrobiaceae,X20_BKM_8719_2,0,Family,B6,KO,20 Weeks
487,Desulfomicrobiaceae,X20_BKM_8859_1,0,Family,B6,KO,20 Weeks
488,Desulfomicrobiaceae,X20_BKM_8859_2,0,Family,B6,KO,20 Weeks
489,Desulfomicrobiaceae,X20_BKM_8860_1,0,Family,B6,KO,20 Weeks
490,Desulfomicrobiaceae,X20_BKM_8860_2,0,Family,B6,KO,20 Weeks
491,Desulfomicrobiaceae,X20_BWF_8754_1,0,Family,B6,WT,20 Weeks
492,Desulfomicrobiaceae,X20_BWF_8754_2,0,Family,B6,WT,20 Weeks
493,Desulfomicrobiaceae,X20_BWF_8755_1,0,Family,B6,WT,20 Weeks
494,Desulfomicrobiaceae,X20_BWF_8755_2,0,Family,B6,WT,20 Weeks
495,Desulfomicrobiaceae,X20_BWF_8852_1,0,Family,B6,WT,20 Weeks
496,Desulfomicrobiaceae,X20_BWF_8852_2,0,Family,B6,WT,20 Weeks
497,Desulfomicrobiaceae,X20_BWM_8745_1,0,Family,B6,WT,20 Weeks
498,Desulfomicrobiaceae,X20_BWM_8745_2,0,Family,B6,WT,20 Weeks
499,Desulfomicrobiaceae,X20_BWM_8747_1,0,Family,B6,WT,20 Weeks
500,Desulfomicrobiaceae,X20_BWM_8747_2,0,Family,B6,WT,20 Weeks
501,Desulfomicrobiaceae,X20_BWM_8847_1,0,Family,B6,WT,20 Weeks
502,Desulfomicrobiaceae,X20_BWM_8847_2,0,Family,B6,WT,20 Weeks
503,Desulfomicrobiaceae,X8_AKF_8733_1,0,Family,AJ,KO,8 Weeks
504,Desulfomicrobiaceae,X8_AKF_8733_2,0,Family,AJ,KO,8 Weeks
505,Desulfomicrobiaceae,X8_AKF_8738_1,0,Family,AJ,KO,8 Weeks
506,Desulfomicrobiaceae,X8_AKF_8738_2,0,Family,AJ,KO,8 Weeks
507,Desulfomicrobiaceae,X8_AKF_8802_1,0,Family,AJ,KO,8 Weeks
508,Desulfomicrobiaceae,X8_AKM_8768_1,0,Family,AJ,KO,8 Weeks
509,Desulfomicrobiaceae,X8_AKM_8768_2,1,Family,AJ,KO,8 Weeks
510,Desulfomicrobiaceae,X8_AKM_8769_1,0,Family,AJ,KO,8 Weeks
511,Desulfomicrobiaceae,X8_AKM_8769_2,0,Family,AJ,KO,8 Weeks
512,Desulfomicrobiaceae,X8_AKM_8771_1,0,Family,AJ,KO,8 Weeks
513,Desulfomicrobiaceae,X8_AKM_8771_2,0,Family,AJ,KO,8 Weeks
514,Desulfomicrobiaceae,X8_AWF_8736_1,0,Family,AJ,WT,8 Weeks
515,Desulfomicrobiaceae,X8_AWF_8736_2,0,Family,AJ,WT,8 Weeks
516,Desulfomicrobiaceae,X8_AWF_8797_1,0,Family,AJ,WT,8 Weeks
517,Desulfomicrobiaceae,X8_AWF_9005_1,0,Family,AJ,WT,8 Weeks
518,Desulfomicrobiaceae,X8_AWF_9005_2,0,Family,AJ,WT,8 Weeks
519,Desulfomicrobiaceae,X8_AWM_8728_1,0,Family,AJ,WT,8 Weeks
520,Desulfomicrobiaceae,X8_AWM_8728_2,0,Family,AJ,WT,8 Weeks
521,Desulfomicrobiaceae,X8_AWM_8730_1,1,Family,AJ,WT,8 Weeks
522,Desulfomicrobiaceae,X8_AWM_8730_2,0,Family,AJ,WT,8 Weeks
523,Desulfomicrobiaceae,X8_AWM_8766_1,0,Family,AJ,WT,8 Weeks
524,Desulfomicrobiaceae,X8_AWM_8766_2,0,Family,AJ,WT,8 Weeks
525,Desulfomicrobiaceae,X8_BKF_8726_1,0,Family,B6,KO,8 Weeks
526,Desulfomicrobiaceae,X8_BKF_8726_2,0,Family,B6,KO,8 Weeks
527,Desulfomicrobiaceae,X8_BKF_8926_1,0,Family,B6,KO,8 Weeks
528,Desulfomicrobiaceae,X8_BKF_8926_2,0,Family,B6,KO,8 Weeks
529,Desulfomicrobiaceae,X8_BKF_8927_1,1,Family,B6,KO,8 Weeks
530,Desulfomicrobiaceae,X8_BKM_8719_1,0,Family,B6,KO,8 Weeks
531,Desulfomicrobiaceae,X8_BKM_8719_2,0,Family,B6,KO,8 Weeks
532,Desulfomicrobiaceae,X8_BKM_8859_1,0,Family,B6,KO,8 Weeks
533,Desulfomicrobiaceae,X8_BKM_8859_2,0,Family,B6,KO,8 Weeks
534,Desulfomicrobiaceae,X8_BKM_8860_1,0,Family,B6,KO,8 Weeks
535,Desulfomicrobiaceae,X8_BKM_8860_2,0,Family,B6,KO,8 Weeks
536,Desulfomicrobiaceae,X8_BWF_8754_1,0,Family,B6,WT,8 Weeks
537,Desulfomicrobiaceae,X8_BWF_8754_2,0,Family,B6,WT,8 Weeks
538,Desulfomicrobiaceae,X8_BWF_8755_1,0,Family,B6,WT,8 Weeks
539,Desulfomicrobiaceae,X8_BWF_8852_1,0,Family,B6,WT,8 Weeks
540,Desulfomicrobiaceae,X8_BWF_8852_2,0,Family,B6,WT,8 Weeks
541,Desulfomicrobiaceae,X8_BWM_8745_1,0,Family,B6,WT,8 Weeks
542,Desulfomicrobiaceae,X8_BWM_8745_2,0,Family,B6,WT,8 Weeks
543,Desulfomicrobiaceae,X8_BWM_8747_1,0,Family,B6,WT,8 Weeks
544,Desulfomicrobiaceae,X8_BWM_8747_2,0,Family,B6,WT,8 Weeks
545,Desulfomicrobiaceae,X8_BWM_8847_1,0,Family,B6,WT,8 Weeks
546,Desulfomicrobiaceae,X8_BWM_8847_2,0,Family,B6,WT,8 Weeks
547,Desulfuromonadales_unclassified,X20_AKF_8733_2,0,Family,AJ,KO,20 Weeks
548,Desulfuromonadales_unclassified,X20_AKF_8738_1,0,Family,AJ,KO,20 Weeks
549,Desulfuromonadales_unclassified,X20_AKF_8738_2,0,Family,AJ,KO,20 Weeks
550,Desulfuromonadales_unclassified,X20_AKF_8802_1,0,Family,AJ,KO,20 Weeks
551,Desulfuromonadales_unclassified,X20_AKF_8802_2,0,Family,AJ,KO,20 Weeks
552,Desulfuromonadales_unclassified,X20_AKM_8768_1,0,Family,AJ,KO,20 Weeks
553,Desulfuromonadales_unclassified,X20_AKM_8768_2,0,Family,AJ,KO,20 Weeks
554,Desulfuromonadales_unclassified,X20_AKM_8769_1,0,Family,AJ,KO,20 Weeks
555,Desulfuromonadales_unclassified,X20_AKM_8769_2,0,Family,AJ,KO,20 Weeks
556,Desulfuromonadales_unclassified,X20_AKM_8771_1,0,Family,AJ,KO,20 Weeks
557,Desulfuromonadales_unclassified,X20_AKM_8771_2,0,Family,AJ,KO,20 Weeks
558,Desulfuromonadales_unclassified,X20_AWF_8736_1,0,Family,AJ,WT,20 Weeks
559,Desulfuromonadales_unclassified,X20_AWF_8736_2,0,Family,AJ,WT,20 Weeks
560,Desulfuromonadales_unclassified,X20_AWF_8797_1,0,Family,AJ,WT,20 Weeks
561,Desulfuromonadales_unclassified,X20_AWF_8797_2,0,Family,AJ,WT,20 Weeks
562,Desulfuromonadales_unclassified,X20_AWF_9005_1,0,Family,AJ,WT,20 Weeks
563,Desulfuromonadales_unclassified,X20_AWF_9005_2,0,Family,AJ,WT,20 Weeks
564,Desulfuromonadales_unclassified,X20_AWM_8728_1,0,Family,AJ,WT,20 Weeks
565,Desulfuromonadales_unclassified,X20_AWM_8728_2,0,Family,AJ,WT,20 Weeks
566,Desulfuromonadales_unclassified,X20_AWM_8730_1,0,Family,AJ,WT,20 Weeks
567,Desulfuromonadales_unclassified,X20_AWM_8730_2,0,Family,AJ,WT,20 Weeks
568,Desulfuromonadales_unclassified,X20_AWM_8766_1,0,Family,AJ,WT,20 Weeks
569,Desulfuromonadales_unclassified,X20_AWM_8766_2,0,Family,AJ,WT,20 Weeks
570,Desulfuromonadales_unclassified,X20_BKF_8726_1,0,Family,B6,KO,20 Weeks
571,Desulfuromonadales_unclassified,X20_BKF_8726_2,0,Family,B6,KO,20 Weeks
572,Desulfuromonadales_unclassified,X20_BKF_8926_1,0,Family,B6,KO,20 Weeks
573,Desulfuromonadales_unclassified,X20_BKF_8926_2,0,Family,B6,KO,20 Weeks
574,Desulfuromonadales_unclassified,X20_BKF_8927_1,0,Family,B6,KO,20 Weeks
575,Desulfuromonadales_unclassified,X20_BKF_8927_2,0,Family,B6,KO,20 Weeks
576,Desulfuromonadales_unclassified,X20_BKM_8719_1,0,Family,B6,KO,20 Weeks
577,Desulfuromonadales_unclassified,X20_BKM_8719_2,0,Family,B6,KO,20 Weeks
578,Desulfuromonadales_unclassified,X20_BKM_8859_1,0,Family,B6,KO,20 Weeks
579,Desulfuromonadales_unclassified,X20_BKM_8859_2,0,Family,B6,KO,20 Weeks
580,Desulfuromonadales_unclassified,X20_BKM_8860_1,0,Family,B6,KO,20 Weeks
581,Desulfuromonadales_unclassified,X20_BKM_8860_2,0,Family,B6,KO,20 Weeks
582,Desulfuromonadales_unclassified,X20_BWF_8754_1,0,Family,B6,WT,20 Weeks
583,Desulfuromonadales_unclassified,X20_BWF_8754_2,0,Family,B6,WT,20 Weeks
584,Desulfuromonadales_unclassified,X20_BWF_8755_1,0,Family,B6,WT,20 Weeks
585,Desulfuromonadales_unclassified,X20_BWF_8755_2,0,Family,B6,WT,20 Weeks
586,Desulfuromonadales_unclassified,X20_BWF_8852_1,0,Family,B6,WT,20 Weeks
587,Desulfuromonadales_unclassified,X20_BWF_8852_2,0,Family,B6,WT,20 Weeks
588,Desulfuromonadales_unclassified,X20_BWM_8745_1,0,Family,B6,WT,20 Weeks
589,Desulfuromonadales_unclassified,X20_BWM_8745_2,0,Family,B6,WT,20 Weeks
590,Desulfuromonadales_unclassified,X20_BWM_8747_1,0,Family,B6,WT,20 Weeks
591,Desulfuromonadales_unclassified,X20_BWM_8747_2,0,Family,B6,WT,20 Weeks
592,Desulfuromonadales_unclassified,X20_BWM_8847_1,0,Family,B6,WT,20 Weeks
593,Desulfuromonadales_unclassified,X20_BWM_8847_2,0,Family,B6,WT,20 Weeks
594,Desulfuromonadales_unclassified,X8_AKF_8733_1,0,Family,AJ,KO,8 Weeks
595,Desulfuromonadales_unclassified,X8_AKF_8733_2,0,Family,AJ,KO,8 Weeks
596,Desulfuromonadales_unclassified,X8_AKF_8738_1,0,Family,AJ,KO,8 Weeks
597,Desulfuromonadales_unclassified,X8_AKF_8738_2,0,Family,AJ,KO,8 Weeks
598,Desulfuromonadales_unclassified,X8_AKF_8802_1,0,Family,AJ,KO,8 Weeks
599,Desulfuromonadales_unclassified,X8_AKM_8768_1,1,Family,AJ,KO,8 Weeks
600,Desulfuromonadales_unclassified,X8_AKM_8768_2,0,Family,AJ,KO,8 Weeks
601,Desulfuromonadales_unclassified,X8_AKM_8769_1,0,Family,AJ,KO,8 Weeks
602,Desulfuromonadales_unclassified,X8_AKM_8769_2,0,Family,AJ,KO,8 Weeks
603,Desulfuromonadales_unclassified,X8_AKM_8771_1,0,Family,AJ,KO,8 Weeks
604,Desulfuromonadales_unclassified,X8_AKM_8771_2,0,Family,AJ,KO,8 Weeks
605,Desulfuromonadales_unclassified,X8_AWF_8736_1,0,Family,AJ,WT,8 Weeks
606,Desulfuromonadales_unclassified,X8_AWF_8736_2,0,Family,AJ,WT,8 Weeks
607,Desulfuromonadales_unclassified,X8_AWF_8797_1,0,Family,AJ,WT,8 Weeks
608,Desulfuromonadales_unclassified,X8_AWF_9005_1,0,Family,AJ,WT,8 Weeks
609,Desulfuromonadales_unclassified,X8_AWF_9005_2,0,Family,AJ,WT,8 Weeks
610,Desulfuromonadales_unclassified,X8_AWM_8728_1,0,Family,AJ,WT,8 Weeks
611,Desulfuromonadales_unclassified,X8_AWM_8728_2,0,Family,AJ,WT,8 Weeks
612,Desulfuromonadales_unclassified,X8_AWM_8730_1,0,Family,AJ,WT,8 Weeks
